// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 1 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.01 sec)   *****
// Found 1 benchmarks:
//   MergeSortBenchmark.RunMergeSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
// **************************
// Benchmark: MergeSortBenchmark.RunMergeSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
// *** Execute ***
// Launch: 1 / 2

// Benchmark Process Environment Information:
// Runtime=.NET Framework 4.8.1 (4.8.9166.0), X86 LegacyJIT
// GC=Concurrent Workstation
// HardwareIntrinsics= 
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 142700.00 ns, 142.7000 us/op
WorkloadJitting  1: 1 op, 1358600.00 ns, 1.3586 ms/op

OverheadJitting  2: 16 op, 58000.00 ns, 3.6250 us/op
WorkloadJitting  2: 16 op, 7880100.00 ns, 492.5063 us/op

WorkloadPilot    1: 16 op, 6818000.00 ns, 426.1250 us/op
WorkloadPilot    2: 32 op, 13942600.00 ns, 435.7063 us/op
WorkloadPilot    3: 64 op, 28180400.00 ns, 440.3188 us/op
WorkloadPilot    4: 128 op, 61026800.00 ns, 476.7719 us/op
WorkloadPilot    5: 256 op, 110233100.00 ns, 430.5980 us/op
WorkloadPilot    6: 512 op, 229700700.00 ns, 448.6342 us/op
WorkloadPilot    7: 1024 op, 437318500.00 ns, 427.0688 us/op
WorkloadPilot    8: 2048 op, 872473500.00 ns, 426.0125 us/op

OverheadWarmup   1: 2048 op, 3300.00 ns, 1.6113 ns/op
OverheadWarmup   2: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadWarmup   3: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadWarmup   4: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadWarmup   5: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadWarmup   6: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadWarmup   7: 2048 op, 3100.00 ns, 1.5137 ns/op

OverheadActual   1: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadActual   2: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadActual   3: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadActual   4: 2048 op, 3300.00 ns, 1.6113 ns/op
OverheadActual   5: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadActual   6: 2048 op, 3200.00 ns, 1.5625 ns/op
OverheadActual   7: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadActual   8: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadActual   9: 2048 op, 3300.00 ns, 1.6113 ns/op
OverheadActual  10: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadActual  11: 2048 op, 3200.00 ns, 1.5625 ns/op
OverheadActual  12: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadActual  13: 2048 op, 3100.00 ns, 1.5137 ns/op
OverheadActual  14: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadActual  15: 2048 op, 3300.00 ns, 1.6113 ns/op

WorkloadWarmup   1: 2048 op, 913662900.00 ns, 446.1245 us/op
WorkloadWarmup   2: 2048 op, 854583800.00 ns, 417.2772 us/op
WorkloadWarmup   3: 2048 op, 852855200.00 ns, 416.4332 us/op
WorkloadWarmup   4: 2048 op, 859050000.00 ns, 419.4580 us/op
WorkloadWarmup   5: 2048 op, 863149300.00 ns, 421.4596 us/op
WorkloadWarmup   6: 2048 op, 851588200.00 ns, 415.8146 us/op
WorkloadWarmup   7: 2048 op, 903434200.00 ns, 441.1300 us/op
WorkloadWarmup   8: 2048 op, 852853500.00 ns, 416.4324 us/op
WorkloadWarmup   9: 2048 op, 861719400.00 ns, 420.7614 us/op
WorkloadWarmup  10: 2048 op, 863680700.00 ns, 421.7191 us/op

WorkloadActual   1: 2048 op, 849550900.00 ns, 414.8198 us/op
WorkloadActual   2: 2048 op, 865709700.00 ns, 422.7098 us/op
WorkloadActual   3: 2048 op, 895258600.00 ns, 437.1380 us/op
WorkloadActual   4: 2048 op, 860667800.00 ns, 420.2479 us/op
WorkloadActual   5: 2048 op, 862253500.00 ns, 421.0222 us/op
WorkloadActual   6: 2048 op, 855783900.00 ns, 417.8632 us/op
WorkloadActual   7: 2048 op, 846214000.00 ns, 413.1904 us/op
WorkloadActual   8: 2048 op, 844339000.00 ns, 412.2749 us/op
WorkloadActual   9: 2048 op, 849249300.00 ns, 414.6725 us/op
WorkloadActual  10: 2048 op, 849073000.00 ns, 414.5864 us/op
WorkloadActual  11: 2048 op, 837812600.00 ns, 409.0882 us/op
WorkloadActual  12: 2048 op, 856070500.00 ns, 418.0032 us/op
WorkloadActual  13: 2048 op, 849741900.00 ns, 414.9130 us/op
WorkloadActual  14: 2048 op, 853587700.00 ns, 416.7909 us/op
