// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.01 sec)   *****
// Found 3 benchmarks:
//   SortingBenchmarks.MergeSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   SortingBenchmarks.StandardSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   SortingBenchmarks.HeapBasedSearch: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
// **************************
// Benchmark: SortingBenchmarks.MergeSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
// *** Execute ***
// Launch: 1 / 2

// Benchmark Process Environment Information:
// Runtime=.NET Framework 4.8.1 (4.8.9166.0), X86 LegacyJIT
// GC=Concurrent Workstation
// HardwareIntrinsics= 
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 104600.00 ns, 104.6000 us/op
WorkloadJitting  1: 1 op, 1312300.00 ns, 1.3123 ms/op

OverheadJitting  2: 16 op, 110800.00 ns, 6.9250 us/op
WorkloadJitting  2: 16 op, 7927200.00 ns, 495.4500 us/op

WorkloadPilot    1: 16 op, 7175400.00 ns, 448.4625 us/op
WorkloadPilot    2: 32 op, 14464900.00 ns, 452.0281 us/op
WorkloadPilot    3: 64 op, 27641100.00 ns, 431.8922 us/op
WorkloadPilot    4: 128 op, 56996700.00 ns, 445.2867 us/op
WorkloadPilot    5: 256 op, 111799500.00 ns, 436.7168 us/op
WorkloadPilot    6: 512 op, 230488000.00 ns, 450.1719 us/op
WorkloadPilot    7: 1024 op, 430818000.00 ns, 420.7207 us/op
WorkloadPilot    8: 2048 op, 883058000.00 ns, 431.1807 us/op

OverheadWarmup   1: 2048 op, 3300.00 ns, 1.6113 ns/op
OverheadWarmup   2: 2048 op, 2900.00 ns, 1.4160 ns/op
OverheadWarmup   3: 2048 op, 2800.00 ns, 1.3672 ns/op
OverheadWarmup   4: 2048 op, 2800.00 ns, 1.3672 ns/op
OverheadWarmup   5: 2048 op, 2900.00 ns, 1.4160 ns/op
OverheadWarmup   6: 2048 op, 2800.00 ns, 1.3672 ns/op
OverheadWarmup   7: 2048 op, 2800.00 ns, 1.3672 ns/op

OverheadActual   1: 2048 op, 2900.00 ns, 1.4160 ns/op
OverheadActual   2: 2048 op, 3500.00 ns, 1.7090 ns/op
