// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.01 sec)   *****
// Found 2 benchmarks:
//   SortingBenchmarks.MergeSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   SortingBenchmarks.StandardSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
// **************************
// Benchmark: SortingBenchmarks.MergeSort: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
// *** Execute ***
// Launch: 1 / 2

// Benchmark Process Environment Information:
// Runtime=.NET Framework 4.8.1 (4.8.9166.0), X86 LegacyJIT
// GC=Concurrent Workstation
// HardwareIntrinsics= 
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 88200.00 ns, 88.2000 us/op
WorkloadJitting  1: 1 op, 1386800.00 ns, 1.3868 ms/op

OverheadJitting  2: 16 op, 65000.00 ns, 4.0625 us/op
WorkloadJitting  2: 16 op, 8513200.00 ns, 532.0750 us/op

WorkloadPilot    1: 16 op, 6848700.00 ns, 428.0438 us/op
WorkloadPilot    2: 32 op, 13565300.00 ns, 423.9156 us/op
WorkloadPilot    3: 64 op, 27818700.00 ns, 434.6672 us/op
WorkloadPilot    4: 128 op, 55528200.00 ns, 433.8141 us/op
WorkloadPilot    5: 256 op, 109918700.00 ns, 429.3699 us/op
WorkloadPilot    6: 512 op, 228961100.00 ns, 447.1896 us/op
WorkloadPilot    7: 1024 op, 438107300.00 ns, 427.8392 us/op
WorkloadPilot    8: 2048 op, 868707000.00 ns, 424.1733 us/op

OverheadWarmup   1: 2048 op, 2900.00 ns, 1.4160 ns/op
OverheadWarmup   2: 2048 op, 2900.00 ns, 1.4160 ns/op
OverheadWarmup   3: 2048 op, 2800.00 ns, 1.3672 ns/op
OverheadWarmup   4: 2048 op, 2800.00 ns, 1.3672 ns/op
OverheadWarmup   5: 2048 op, 2900.00 ns, 1.4160 ns/op

OverheadActual   1: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadActual   2: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadActual   3: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadActual   4: 2048 op, 3500.00 ns, 1.7090 ns/op
OverheadActual   5: 2048 op, 3000.00 ns, 1.4648 ns/op
OverheadActual   6: 2048 op, 2900.00 ns, 1.4160 ns/op
OverheadActual   7: 2048 op, 2800.00 ns, 1.3672 ns/op
